Accession;Description;Master;Abundance: F1: 128N, Sample, Alagille Syndrome;Abundance: F1: 130C, Sample, Alagille Syndrome;Abundance: F2: 130N, Sample, Alagille Syndrome;Abundance: F3: 127N, Sample, Alagille Syndrome;Abundance: F3: 129C, Sample, Alagille Syndrome;Abundance: F4: 126, Sample, Alagille Syndrome;Abundance: F4: 129N, Sample, Alagille Syndrome;Abundance: F1: 127C, Sample, Biliary Atresia;Abundance: F1: 130N, Sample, Biliary Atresia;Abundance: F2: 127N, Sample, Biliary Atresia;Abundance: F2: 129C, Sample, Biliary Atresia;Abundance: F3: 129N, Sample, Biliary Atresia;Abundance: F4: 128C, Sample, Biliary Atresia;Abundance: F4: 131N, Sample, Biliary Atresia;Abundance: F1: 126, Sample, Control;Abundance: F1: 129N, Sample, Control;Abundance: F2: 128C, Sample, Control;Abundance: F2: 131N, Sample, Control;Abundance: F3: 128N, Sample, Control;Abundance: F3: 130C, Sample, Control;Abundance: F4: 130N, Sample, Control;Abundance: F1: 131N, Sample, DAAT;Abundance: F2: 128N, Sample, DAAT;Abundance: F2: 130C, Sample, DAAT;Abundance: F3: 127C, Sample, DAAT;Abundance: F3: 130N, Sample, DAAT;Abundance: F4: 127N, Sample, DAAT;Abundance: F4: 129C, Sample, DAAT;Abundance: F1: 131C, Control, IS;Abundance: F2: 131C, Control, IS;Abundance: F3: 131C, Control, IS;Abundance: F4: 131C, Control, IS;Abundance: F1: 127N, Sample, PFIC;Abundance: F1: 128C, Sample, PFIC;Abundance: F1: 129C, Sample, PFIC;Abundance: F2: 126, Sample, PFIC;Abundance: F2: 127C, Sample, PFIC;Abundance: F2: 129N, Sample, PFIC;Abundance: F3: 126, Sample, PFIC;Abundance: F3: 128C, Sample, PFIC;Abundance: F3: 131N, Sample, PFIC;Abundance: F4: 127C, Sample, PFIC;Abundance: F4: 128N, Sample, PFIC;Abundance: F4: 130C, Sample, PFIC
P07339;Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1;Master Protein;20461,8;45951,8;26780;31737,6;26718,3;19923;23813,7;29363,1;28349,4;29735;51525,5;45191,5;40643,6;25824,8;15514,9;16272;11785,5;14399;16256,8;12923;17937,2;5810,3;9734,6;7960,8;14412,4;11935,3;52261,2;19146,1;26123,5;20889,9;24402,6;23578,8;34038,7;36115,8;22758,7;21578,6;16890,7;21159,8;27070,1;48843,4;22993;27017,9;51404,4;35896,9
Q00610;Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;Master Protein;37726,9;35057,4;26048,1;26697,6;31981,2;26635;29861,4;31607,2;25063,2;33262;29967,8;34039,7;34543,1;27489,8;29186,6;34243;30502,8;28831,9;29052,7;30961,3;31062,7;10574,9;22186,7;13785,2;26639;24457,3;27431;30469,4;30264,1;24607,4;27750,2;26660,2;35090,5;34123,7;26119,9;25877,9;27125;29879,1;34381,4;35538,2;42390,3;33823,3;36378;35745,6
P06737;Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4;Master Protein;60970;44194,9;32308;26049,8;48629,3;17196;40777,4;35015,2;30302,2;28419;38941;37277,7;31086,5;40317,9;45836;45065,7;39924,1;38875,4;42974,7;48460,4;44319,7;10384,4;22151,4;15601;27554,6;30091,4;26956,5;22613,2;37738,4;30322,2;31958,9;34606,4;38777,9;44668,9;25820,7;36060,4;29617,6;47847,3;30006,5;35798,8;38251,1;44472,5;29803,5;43821,5
P40939;Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;Master Protein;45867;34838,3;23812,5;20718,1;40807,8;16151,7;27270,1;47445,3;24169,1;28479,3;35118,8;30091,7;26688,1;27114,6;42797;24431,6;38697,9;36984;49914;36609,4;52777;8521,9;19865,2;11369,6;31255,2;29687,5;25316,7;20241,3;31660;25719,6;28699,1;26232,5;29578,3;29989,4;20938,7;29405,7;28070,4;33862,8;26607,7;28421;34111,3;35106,1;24636,6;29247,7
P08133;Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3;Master Protein;55003,3;43159,8;34626,8;33013,3;39859,6;29588,2;37734,6;35963,7;29113,1;31527,1;35421;38285,6;31971,4;34689,4;33061,1;36024,5;35133,7;30606,5;31115;32953,1;31591;10695,4;24516,4;18940,1;27131,6;28259,2;30747,1;32904,2;35081,1;29540,8;31596,8;33465,7;45468,3;41599,2;29472;33942,3;38197,1;40552,3;39898,3;37848,8;43655,1;45042,8;39361,8;44042,9
P06576;ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3;Master Protein;27750,1;25151,8;16560,5;17501,2;24373,7;11558,3;17051,3;22789,8;18557,5;20412,4;24026,4;24495,7;19278,2;19505,2;22826,1;25063;22580,2;21109,2;28841,4;22438,7;24079,4;6458,4;15219,1;8665,3;20501,1;19535,4;16485,1;16298,9;19842,8;15837,4;18893,2;16606,9;22198,3;21517,4;16830,8;18967,5;21115;22615,5;22680,7;22277;25813,5;22244,5;20777,8;20405,3
P02671;Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2;Master Protein;24906,3;18763,5;64911,3;90365,4;50800,7;61785,3;24887,9;18951,3;21326,8;17349;13684,3;19068,1;21464,3;18941,7;18353,1;23782,7;13309,7;21713,1;13043,7;18831,7;16759,5;250344,7;19733,5;36301,3;12520,6;16963;17800,7;15353,9;26777,5;25982,5;30280,5;35888,1;25204,2;22203;44336;13019,1;14968,2;11481,8;36881,8;21651;16521,9;39330,5;27525,1;19577,2
P02787;Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3;Master Protein;27898;26822;34980,1;51573,9;52962,4;82519,4;22585,7;24746,6;27892;30385,2;25232,4;24815,6;33061,5;24169,2;15918,9;15886,6;21892,3;18660,6;13625,3;13816,6;16122,2;31959,3;23102;32284,4;18837,9;27493,1;18393;25540,6;31658,2;23618,1;27105,9;24756,6;28158,6;33578,7;48402;16933,7;18032,9;32336,5;37465,3;30469,4;27049,9;33843,8;35725,9;29964,4
O43707;Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2;Master Protein;46409,5;37319,9;30610,2;29170,2;38219,8;28080,4;27832,2;26843,2;25715,9;39207,5;35145,5;34900,6;34215,6;29353,9;28480,9;29721,6;32360,7;27738;31148,4;31940,6;29678,6;10350,5;28424,1;18139,9;27299,1;24744,5;24666,9;33754,4;32453,5;29945,9;29993,7;27952,2;31920,6;34454,3;25270,7;31922,2;34527,8;40379,3;37619,2;38439,7;49617;41071,5;37846,6;36267,9
P35573;Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL PE=1 SV=3;Master Protein;42318,2;32132,4;25257,1;17501,4;38317,3;15306,2;30804;26233,7;20362,8;29887,6;32764,7;27625,4;22166,8;26071,6;38057,7;48541,3;47435,8;46680,7;53020,8;58423,8;53149,6;8731,7;18111,4;13734,9;24503,4;22344,7;17211,5;17698,7;29314,2;27183;26326;27590,4;23575,1;27490,9;18263,1;25198,7;23713,9;38809,2;21244,3;23528,9;34684,9;40306,4;19272,9;23708,3
P11586;C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3;Master Protein;52324;42133,1;30768,7;22005,9;39380,1;20486,3;36700,4;38946,5;25542,7;32960,6;36997,6;32978,5;32481,8;42897,5;43599,8;43930,2;45935,7;43325,8;42737,3;41785,4;50729,3;10044,1;20684;11964,7;34707,4;29762,8;23705,6;18022,5;34538,1;31838,7;30404,2;33512;35777,6;40514,8;24186,6;33999,7;37844;45152,9;30379,4;37920,1;37765,7;46027,4;27422,2;36734,7
P54868;Hydroxymethylglutaryl-CoA synthase, mitochondrial OS=Homo sapiens OX=9606 GN=HMGCS2 PE=1 SV=1;Master Protein;30129,5;22584,9;15668,7;13035,7;30372,5;8369,2;30294;37520,2;15461,6;16740,3;23541,5;17219,8;14388,4;23046,4;64767,6;37026,7;59110;34023,3;69689,2;58685,5;91590,4;6080;19483,9;8451,2;22308,4;28631,8;15537,3;13270,3;28637,1;21543;25627,1;30881,5;20865,2;16796,7;14326,3;23500,3;20945;23404,8;20407,7;20342;19213,7;24180,7;16795,1;20495,6
P11021;Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2;Master Protein;38944,3;40041;27840,7;26176,8;30514;19418,5;27015,3;31259,3;26574,5;32131,8;30184;29395,7;28633,6;25829,6;34681,3;54833,4;38318,5;38145,8;32216,7;37276,1;29896,2;9730,5;22995,6;15365,9;34860,3;31117,1;39263,2;31051,8;34973,6;26637;29414,1;27208;40172,5;36859,2;27978,7;25273,1;32228,8;26795,9;26946,1;37778,9;34999,9;28742,6;31394,8;32617,5
Q13576;Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=4;Master Protein;57947,6;44888,6;31361;28098,8;49768,7;20723,6;33709,5;34494,9;31921,5;31396,5;34536,4;37071,8;26269,4;34460,6;43083,5;45529,3;42357,8;37111,2;47643,4;51233,4;39066;11056,8;20036,1;15742,6;37003;33595,6;26670,7;23655,2;38049,1;29462,5;35775,5;30226,4;36206,7;40437,9;27778,3;34101,8;35816,3;41809,1;30639,4;29064;41623,3;44770,6;27683,4;36361,2
P22307;Sterol carrier protein 2 OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2;Master Protein;98811,7;46620,5;24240,8;21403,9;56518,7;17440,8;31065,1;38029,9;16103,2;17988,5;20652,8;24432,3;20285,4;33262,2;33780,7;26238,6;46418,3;21494,8;37744,2;32616,5;43481,9;8884;19653,6;12655,8;39361,6;30037,6;18710,2;20231,6;32580,4;23932,9;28709;27881,6;31060,7;31184;18135,5;19556,6;36070,3;51145;20052,1;21220,4;39025,4;60247,6;18509,8;19817,5
P07237;Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3;Master Protein;49558,2;41551,9;31030,7;27438,5;36685,9;20228,3;35588,7;33184,4;24250,6;33760;34953,6;31288,7;38492,2;31011;39114,6;45177,6;42355,4;39046,4;32081,8;39813,9;37761,8;7185,5;24147,8;16853;38067,4;29734,5;38193,1;29706,6;33902;30208,4;31418,9;32078,8;38123,4;37461,7;24626,5;30776,5;36966,3;37158,8;26272,1;39798,3;42269,9;43989,8;33834,6;35157,6
P01023;Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3;Master Protein;25921,6;21934,2;54383,7;61729,8;58802,5;64658,2;19547,8;24022,9;43709,4;22050,4;19290,7;25097,1;22048,5;21728,7;12209,4;17046,4;14658,1;20285,8;15450,1;14829;15012,8;57775,6;30014,4;41555,1;22785,4;32431,3;18601,2;24408,8;30617,6;23008,5;27048,3;24635,6;28461,7;28210,9;50232,2;19003,3;19621,8;18719;29233,7;37141,6;24771,8;40662,5;32918,4;30011,5
P06733;Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2;Master Protein;33719;29285,2;24707,2;23613,8;27119,6;19329,4;21615,3;25052,7;19917,9;30977;30657,2;28625,2;25966;24059,3;27216;33554,2;34545,2;32157,7;26414,9;29546;27559,7;8242,1;24233,8;13698,5;22303,3;21367,1;22240,6;26119,6;26638,6;24379,7;23587,4;22438,6;29535,8;29173,7;21894,2;27803,7;28203;28529,9;28446;28177,4;31739,9;27737,4;35935,7;25920,7
Q562R1;Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2;Master Protein;161,8;122,8;184,1;18,2;40,7;186,5;158,3;154,2;139,4;209,1;197,4;26,5;192,4;145,3;117,1;137,6;190,9;202,4;27,9;36;156,9;62,9;168,3;121,4;16,8;25,8;124,3;167,4;125,6;160,9;25;133,2;167,3;144,8;142,9;239,2;356,8;317,9;16,9;21,3;25,8;327,1;200;159,1
P00558;Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3;Master Protein;35969;32467,6;24093,3;24489,3;28439,6;23172,1;24608,2;25676,5;22851,1;32711,5;31976,7;32014,4;29822;25864,2;27020,9;34289,8;27249,9;32406,9;28350,2;25462,8;28113,4;7483,2;24643;13384,1;24497,8;23152,6;26102,4;29896,6;30116,5;25760,2;25688,8;25481,5;30874,7;32942;21999,2;28508,2;28878,6;26882;32946,6;29083,8;34621,6;30033,8;46444,3;28874,8
O75891;Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH1L1 PE=1 SV=2;Master Protein;49461,2;33093,9;21052,5;15160,8;40890,7;12472,9;34605,7;36098,7;23488;22821;28836,3;18996,6;13940,3;39248,1;42696,7;64254,4;72704,9;31462,7;58868,5;47222,8;62482,5;8525,4;15551,5;9150,4;39177,8;21474,4;16657,7;14632,9;32721,7;25531,2;28600;32135,2;24139,2;29527,6;22669,5;28113,7;22742,2;36581,6;15220,3;19751,5;19282,4;32123,3;14921,3;22554,6
P11498;Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2;Master Protein;34100,4;28111,1;18800,4;15916,4;25980,1;15362,3;24301,6;33030;24272,4;32209,7;34764,6;25358,8;25760,3;26283;27510,7;40492,6;31660,3;32436;32399,5;27451,4;35455,8;6596,1;18732,1;10463;24690,8;23219,9;25175,6;20266,8;27537,9;23055,5;22665,7;24898,2;28360,3;27543,9;22674,9;23302,8;20938,3;25979,8;19592,8;25311,1;29127,1;24758,9;23702,5;27693,5
P18206;Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4;Master Protein;33917,4;32819,2;28000;38003,5;32321,8;38880,1;24916,4;25087,6;29742,7;41631;30362,5;34590,1;31821,8;24811,5;23073,8;26286,9;26152,8;24812,3;26356,7;27004,9;26559,9;14476,3;39598,4;25689,1;25860,9;27472,1;26381,9;43088,9;35167;28013,5;31354,9;28050,5;37937,7;38068,4;34286,3;26984;27166;29187,3;53035,9;33385,1;49381,8;29281;58173,8;34697,6
P68104;Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1;Master Protein;31971,4;26478,3;19212,9;21523;26638,4;16395,3;21473,3;22774,1;18632,6;23458,6;22423,5;24580,8;22438,1;21614,9;28137,9;35026,4;27596,1;27396,8;30313;34792,2;28951,1;7051,7;16160,5;10248,9;21189,1;19659,7;20834,8;24458,7;24373,3;19804,6;23901,4;21798;27211,8;26118,9;19042,6;21775;22733,1;21044,7;27585,5;30062,4;29981,9;25484,7;25420,7;25521,2
Q5VTE0;Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;Master Protein Candidate;31971,4;26478,3;19212,9;21523;26638,4;16395,3;21473,3;22774,1;18632,6;23458,6;22423,5;24580,8;22438,1;21614,9;28137,9;35026,4;27596,1;27396,8;30313;34792,2;28951,1;7051,7;16160,5;10248,9;21189,1;19659,7;20834,8;24458,7;24373,3;19804,6;23901,4;21798;27211,8;26118,9;19042,6;21775;22733,1;21044,7;27585,5;30062,4;29981,9;25484,7;25420,7;25521,2
Q08426;Peroxisomal bifunctional enzyme OS=Homo sapiens OX=9606 GN=EHHADH PE=1 SV=3;Master Protein;54124,4;28624,8;21232,6;17890,2;49464,3;10158,1;25524,6;36509,1;17193,9;13868,1;23746,1;18651,4;18725;22397,3;24913,5;19860,9;25937,9;27819,5;27931;28480,1;27378,4;5408,5;25313,2;11079,4;35653;28691,4;22693,7;19858,1;22810,5;18833;24410,2;21675,6;22605,9;24111,7;12748,6;15905,3;23047,5;25934,7;14947,1;19899;23457,4;39221,7;14788,4;17917,5
P07900;Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5;Master Protein;19540,4;17069,5;13105;14099,1;19447,9;9701,1;12165,4;14837,1;11450,5;15827,8;15407,5;14957,5;15702;13532;14512,9;17982,6;16001,5;15200,5;14284,2;15990,4;13832,4;4459,5;10703,1;7453,1;14438,7;13787,7;11671,9;13980,3;14219,7;12641,1;14609,5;12562,2;16279,5;16625,6;11693,9;13554,7;15694,4;14272,8;16524,7;17912,8;18810,6;15223,7;14532,9;14754
P02751;Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5;Master Protein;30775,1;28152,4;37742,9;38304,7;31223,3;33649,9;26635,2;25153,6;46273,8;26427,3;22896,6;27045,4;34010,7;24123,2;16490,8;19954,7;19256,8;24587,6;18726,2;21473;19299;40461,8;19988,8;18552,8;17368,3;14894,1;25704,6;19337,3;28919;23701,8;26011,3;25896,2;41817,2;33579,5;43692,6;19071,3;18832,3;19013;37877,6;40160,1;35489,1;41826;32899,3;34621,1
O75874;Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2;Master Protein;39648;32691,8;23515,1;18671,5;36449,6;11565,6;23837,1;28290,6;20076,5;24319,7;29180,8;22404,8;23544,4;23278,5;36490,2;32274,8;37700,5;32993,2;32154,9;30036,5;29123,2;6610,2;15837,3;9975,5;22216,8;19087,2;17444,4;15711;26711,5;23116,1;22830,1;20697,9;26460,1;26879,1;19104,3;22816,3;23009,7;26721,1;19507,9;23757,6;26364,8;24241,5;23576,5;27057,5
P08238;Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4;Master Protein;38839,3;34165,2;26660,7;26023,2;34900,6;19000,4;22793,6;28756,9;22850,7;33767;32489,8;28494;29672;25444,6;28097,3;36122;29454,2;31797,5;29675,8;32542,7;24482,3;9358,9;22004,1;15028;26527,3;25233,9;24012,1;28709,7;28884,9;27416;28703;24384,2;31988,1;29926,9;25432,9;27536,5;34404,4;31527,8;29259,5;33015,5;34609,2;29194,3;27009,7;29765,8
P98160;Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens OX=9606 GN=HSPG2 PE=1 SV=4;Master Protein;20453,7;20309,3;16314,1;22075,1;17881,2;29289;17793,1;17686,2;20714,8;21664,3;17753,5;21177,5;23106,9;18554,4;15697,8;17520,5;18209;16218,6;19806,4;19220,5;20206,7;11826,4;19507,1;13291,1;16162,1;13431,2;20276,8;20078,5;22658,4;17358;19995;20206,8;28163,7;26418,9;24524,8;14802,2;13730,3;19197,9;36817,4;27456,1;38418,6;22100,9;36829,2;25152,7
Q05707;Collagen alpha-1(XIV) chain OS=Homo sapiens OX=9606 GN=COL14A1 PE=1 SV=3;Master Protein;16634,3;18831,7;24856,6;36104,9;26681,7;47122,8;24921;20442,6;25593,1;34639,4;18589,7;21014;27848,3;20046,7;10866,4;13405,2;15678,5;17781,7;19520,7;15665,8;17176,5;31059,2;26295,1;30833,1;15510,9;18204,6;15171,7;46667,2;27380,9;20391;23509,2;20303,7;37039,3;28349;39708;20379,1;18082,9;19084,5;50211,3;31094,9;26136,5;17177,4;38699,9;24052,7
P78527;DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3;Master Protein;33678,8;28537;22392;22344,8;26694,4;23812,6;24950,4;26602,8;25177;28937,9;25845,2;26939;28270,1;25360,8;24052,2;31399,7;23779,4;24280,1;22614,8;25725,6;26245,2;12326,8;22430,4;15589,2;21835,6;21481,3;24834,1;30984,4;28976,8;22292,9;23980,8;24730,7;34453,6;30941,6;27222,2;24555,6;25007;25272,7;29250,4;30455,8;34290,6;31366,3;32771,2;32317,5
P00367;Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2;Master Protein;37191,9;35423;24443,4;17628,1;29004,7;13582,8;30213,9;35081,7;21512,2;28495,9;38336,1;20549,6;25118,2;32821,6;45937,6;43728,2;54694,3;51039,1;57012,5;47402,2;47155,2;8030,6;17429,7;11616,7;22350,5;22702,7;24599,9;20282,7;31519,1;26503,6;28348,8;30227,7;23564,8;24844;22220,5;28288,1;25772,6;27810,6;19459,9;25402,9;23760,6;26523,3;21562,1;34573
P12814;Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2;Master Protein;15091,2;17762,8;12616,4;13095,2;13943,2;15281,9;13094;14073,5;15399,2;19801,1;16621,4;15548,6;18521,9;13802,1;12027,7;15098,2;12948;14348,6;12182,8;13124,1;13584,6;5213,8;12943,5;8908,3;11775;11705,9;13342;18977,9;16218,1;13055;12961,1;13708,7;16878,8;19825,6;15308,9;13559,7;13212,5;13975,6;15610,3;16140,4;19564,9;14268,6;18049,7;17705,1
P08670;Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4;Master Protein;21505;33145,6;30057,3;28074,5;21819,9;46285,5;25168,4;19307;27449;34209,7;26059,9;23860,4;32171,2;23731,6;15174,9;16825,7;17567,6;19668,3;18897,6;17133,8;19333,5;9775,1;45279;22527;22471,9;20520,4;25277,6;41074,4;28978,4;25124;24031,5;23696,6;31117,7;37468,3;32366,4;23804;23031,1;26685,5;39845,1;33369,7;43734,8;23597,3;38663,3;28296,5
P00966;Argininosuccinate synthase OS=Homo sapiens OX=9606 GN=ASS1 PE=1 SV=2;Master Protein;33975;28411;13761,9;15066,4;22020,3;10814;24313,8;37285,2;16940,3;17147,3;26908,3;27108,5;26850,1;22436,5;26731,8;42081,9;35802,3;27622;41057,4;30702,9;34414,4;6146;17923,7;6592,7;29302,3;27747,9;18695,3;13097;23889,3;19966,2;21145,4;23879,1;25502,4;24836,5;16077,5;20652,5;20890,3;18174,4;24531,4;22324,4;24162,2;25281,7;20220;13666,3
P13639;Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4;Master Protein;39544,9;34056,6;22482,9;24156,9;29702,7;20171,6;23422,9;29549,8;23631,9;27382,3;26156,2;29525,5;27044;24043,4;37909,2;41477;32892,2;37757,4;31285,3;39904,3;30767,6;8654,4;19196,9;12374,1;23590,4;22187,4;21330;24970,7;31786,3;23665,7;27027,9;24170,9;35912,7;34152,1;24343,3;22536,5;25391,2;25920,5;32488,8;32823;35076,4;28456,3;29534,6;29812,9
P33121;Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1;Master Protein;44860,8;28569;18104,4;14143,1;34952,6;11420,6;25058,3;44763,2;19493,5;18840;26338,2;23166,7;22973,7;25601,6;49098,9;46206;50241;39133,2;48557,9;41762,5;60053,5;7018,8;18569,3;9084,6;25937,4;27493,9;23304,8;16085,8;31048,2;22256;25784,4;25325,8;30211;25061,6;18350,9;17509,2;20187,4;25789;16094,1;20682,7;19962,6;22311,6;20318;21916,8
P62807;Histone H2B type 1-C/E/F/G/I OS=Homo sapiens OX=9606 GN=H2BC4 PE=1 SV=4;Master Protein Rejected;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q99877;Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 SV=3;Master Protein Rejected;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P58876;Histone H2B type 1-D OS=Homo sapiens OX=9606 GN=H2BC5 PE=1 SV=2;Master Protein Rejected;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q93079;Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 SV=3;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q02252;Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2;Master Protein;40449;31773,8;19973,6;16070,9;28922;12820,1;21244,4;27146,7;20792,8;26634,9;28179,7;24726,3;24329,4;23772,7;30918;25538;29467,6;26758,6;37044,7;28673;17298,6;5517,7;15316,1;7791,4;27252,7;22460,7;19780,5;14298;26768,3;21626,2;22267,8;20908,4;22197,7;25984,1;19151,2;22113,4;23260,3;29922;18153,5;23584,2;32152,1;31817,6;22110;21662,8
O60814;Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=H2BC12 PE=1 SV=3;Master Protein;26079,8;22910,1;20148,2;23268;21868,2;27534,1;20668,1;19316;22202,1;27602,2;24274;21245,1;21182,1;21107,7;18605,2;23714,6;19301,9;20586,4;19943,5;20213,9;22717,8;12117,7;25247;18033,6;17269,9;18382;20383,2;31241,6;24373,1;19811,4;21082,2;20648,2;29528,1;24931;24108,4;24912,1;21458,4;24387,5;31813,7;27034,2;35656,1;26099,3;30786,2;27274,6
Q5QNW6;Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P55157;Microsomal triglyceride transfer protein large subunit OS=Homo sapiens OX=9606 GN=MTTP PE=1 SV=1;Master Protein;38837,4;36220,8;24280,4;18144,1;31858;12067,1;28633,5;31091,9;19089,2;22045,1;26946,7;20591,9;29426,2;23769,3;33859,7;27220,9;31115,7;28020,5;25834,2;35200,5;33962;5715,6;17109,6;11536,5;19819;22110,5;17828,8;16750,4;25727,1;20928,7;22259,4;21884,6;27696,7;25588,3;19003;24704,3;25169,2;31042,6;17657,1;24608,5;32887,5;19214,2;16427,1;24237
Q16778;Histone H2B type 2-E OS=Homo sapiens OX=9606 GN=H2BC21 PE=1 SV=3;Master Protein;2792,8;2895,1;1494,2;2927,1;2485,7;4059,8;2929,5;1720,1;2289,2;1687,3;1421;2112,2;2507,4;2577,6;1855,2;2473,1;1308,7;1463,4;2222,6;2235,1;2996,3;1903,6;2429,6;2015,2;1900,2;2197,6;2657,2;4708,9;2711,1;1292,3;2279,9;2586,2;3142,7;2321,8;2823,7;1743,9;1524;1966,4;3426,3;2851,5;4206,4;3627,1;3680,2;3569,4
P23527;Histone H2B type 1-O OS=Homo sapiens OX=9606 GN=H2BC17 PE=1 SV=3;None;2792,8;2895,1;1494,2;2927,1;2485,7;4059,8;2929,5;1720,1;2289,2;1687,3;1421;2112,2;2507,4;2577,6;1855,2;2473,1;1308,7;1463,4;2222,6;2235,1;2996,3;1903,6;2429,6;2015,2;1900,2;2197,6;2657,2;4708,9;2711,1;1292,3;2279,9;2586,2;3142,7;2321,8;2823,7;1743,9;1524;1966,4;3426,3;2851,5;4206,4;3627,1;3680,2;3569,4
P33778;Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=H2BC3 PE=1 SV=2;Master Protein;301,7;284,4;;493,1;513,5;801,7;517,9;303,4;320,2;;;449,1;613,6;547,1;174,5;318,2;;;324,3;228,8;390;8;;;371,7;428,4;525,7;1096,8;396,1;;457,6;478,4;372;357,7;254,8;;;;725,8;603,3;691,3;711,7;862,8;714
P06899;Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=H2BC11 PE=1 SV=3;Master Protein Rejected;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P11142;Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;Master Protein;32442,2;33642,5;24132,4;22223;26476,1;18168,1;21809,2;23558,8;19171,9;28685,3;26128,1;24339,6;26327,6;22574,5;26577,1;32668,6;33821,2;28615,7;26198,5;25821,3;23826,8;10091,6;19288,6;14075,4;21794,1;19935,9;20848,1;24271,8;26163,6;23690,6;23916;22633,4;28830,4;27554,1;22318,1;23681,6;27399;23820,9;26265,1;27238,3;28514;25604,3;27212,3;28505,4
